obs_no;no,;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
3556;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-93,87;44,12;2014;;100,8;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;67,0;;;;106,0;;;;1;;;;;;100,8;;-93,87;44,12;229,83;2,88;6,40;29,78;15,53;50,02;34,48;2520,69;7,92;68,77;59,57
3557;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-93,87;44,12;2014;;100,8;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;25,6;;;;73,0;;;;1;;;;;;100,8;;-93,87;44,12;229,83;2,88;6,40;29,78;15,53;50,02;34,48;2520,69;7,92;68,77;59,57
3558;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-93,87;44,12;2014;;100,8;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;42,9;;;;95,0;;;;1;;;;;;100,8;;-93,87;44,12;229,83;2,88;6,40;29,78;15,53;50,02;34,48;2520,69;7,92;68,77;59,57
3559;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-93,87;44,12;2014;;100,8;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;54,0;;;;90,0;;;;1;;;;;;100,8;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3560;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;134,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;34,9;;;;85,0;;;;1;;;;;;134,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3561;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;134,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;40,9;;;;102,0;;;;1;;;;;;134,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3562;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;134,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;40,1;;;;106,0;;;;1;;;;;;134,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3563;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;134,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;39,8;;;;89,0;;;;1;;;;;;134,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3564;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;100,8;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;59,1;;;;98,0;;;;1;;;;;;100,8;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3565;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;100,8;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;33,3;;;;81,0;;;;1;;;;;;100,8;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3566;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;100,8;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;29,9;;;;82,0;;;;1;;;;;;100,8;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3567;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;100,8;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;43,8;;;;80,0;;;;1;;;;;;100,8;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3568;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;67,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;47,3;;;;70,0;;;;1;;;;;;67,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3569;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;67,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;36,7;;;;72,0;;;;1;;;;;;67,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3570;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;67,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;17,1;;;;63,0;;;;1;;;;;;67,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3571;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2014;;67,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;3,6;;;;;;;;NUEagr;%;55,7;;;;73,0;;;;1;;;;;;67,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3572;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;9,2;;;;76,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3573;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;15,0;;;;76,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3574;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;-1,3;;;;56,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3575;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;4,9;;;;58,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3576;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;13,9;;;;95,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3577;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;10,7;;;;72,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3578;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;2,0;;;;65,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3579;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;2,3;;;;53,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3580;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;32,9;;;;132,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3581;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;9,7;;;;63,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3582;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;16,7;;;;98,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3583;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;23,9;;;;103,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3584;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;26,2;;;;131,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3585;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;25,3;;;;115,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3586;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;12,5;;;;95,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3587;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;294;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;36,0;;;;152,0;;;;1;;;;;;294;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3588;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;57,2;;;;189,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3589;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;57,2;;;;175,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3590;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;47,4;;;;170,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3591;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;235,2;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;48,9;;;;162,0;;;;1;;;;;;235,2;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3592;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;176,4;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;21,6;;;;92,0;;;;1;;;;;;176,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3593;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;176,4;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;45,5;;;;121,0;;;;1;;;;;;176,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3594;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;176,4;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;28,9;;;;110,0;;;;1;;;;;;176,4;;-94,48;45,65;161,83;2,82;6,32;22,03;55,52;27,90;16,58;2391,38;6,12;63,66;44,07
3595;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-94,48;45,65;2015;;176,4;;;;;;;;;;;;Urea;2;at planting;V6;;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;46,1;;;;128,0;;;;1;;;;;;176,4;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3596;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;235,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;34,7;;;;136,0;;;;1;;;;;;235,2;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3597;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;235,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;54,1;;;;168,0;;;;1;;;;;;235,2;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3598;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;235,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;48,9;;;;174,0;;;;1;;;;;;235,2;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3599;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;235,2;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;47,0;;;;157,0;;;;1;;;;;;235,2;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3600;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;176,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;40,0;;;;125,0;;;;1;;;;;;176,4;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3601;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;176,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;52,9;;;;134,0;;;;1;;;;;;176,4;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3602;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;176,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;52,2;;;;151,0;;;;1;;;;;;176,4;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3603;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;176,4;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;51,0;;;;137,0;;;;1;;;;;;176,4;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3604;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;117,6;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;31,5;;;;91,0;;;;1;;;;;;117,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3605;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;117,6;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;70,2;;;;123,0;;;;1;;;;;;117,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3606;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;117,6;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;39,5;;;;105,0;;;;1;;;;;;117,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3607;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;117,6;;;;;;;;;;;;Urea;3;at planting;V6;at silking;maize;;;;;;;;;;;1,3;;;;;;;;NUEagr;%;47,2;;;;102,0;;;;1;;;;;;117,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3608;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;56,2;;;;162,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3609;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;83,7;;;;210,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3610;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;99,5;;;;242,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3611;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;43,2;;;;140,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3612;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;252;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;44,5;;;;161,0;;;;1;;;;;;252;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3613;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;252;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;56,9;;;;185,0;;;;1;;;;;;252;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3614;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;252;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;54,7;;;;179,0;;;;1;;;;;;252;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3615;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;252;;;;;;;;;;;;SuperU;;;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;41,4;;;;158,0;;;;1;;;;;;252;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3616;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;76,7;;;;203,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3617;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;53,7;;;;149,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3618;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;49,0;;;;140,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3619;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;201,6;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;49,3;;;;153,0;;;;1;;;;;;201,6;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
3620;32;Davies et al.;Data Set for Timing and rate of nitrogen fertilization influence maize yield and nitrogen use efficiency;UK ;-95,50;44,40;2015;;252;;;;;;;;;;;;Urea;;at planting;;;maize;;;;;;;;;;;2,3;;;;;;;;NUEagr;%;49,4;;;;173,0;;;;1;;;;;;252;;-95,50;44,40;298,83;3,16;7,25;29,97;32,62;38,82;28,57;2486,78;7,64;62,54;59,93
