obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl
2531;27;Choudhary 2010;;India;77,2;28,67;;;120;47,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;sandy clay loam;0,91;7,9;;;NA;;26;33;NUE(yield/Nrate);;26,7;;;3,791521394;;;;;;;;;;;167,5
2532;27;Choudhary 2010;;India;77,2;28,67;;;120;47,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;sandy clay loam;0,91;7,9;;;NA;;26;33;NUE(yield/Nrate);;23,2;;;3,292440974;;;;;;;;;;;167,5
2533;27;Choudhary 2010;;India;77,2;28,67;;;120;47,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;sandy clay loam;0,91;7,9;;;NA;;26;33;NUE(yield/Nrate);;23,1;;;3,27009409;;;;;;;;;;;167,5
2534;27;Choudhary 2010;;India;77,2;28,67;;;120;47,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;sandy clay loam;0,91;7,9;;;NA;;26;33;NUE(yield/Nrate);;23,2;;;3,292440974;;;;;;;;;;;167,5
2535;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;39,1;;;5,953962554;;;;;;;;;;;120
2536;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;37,9;;;5,765123149;;;;;;;;;;;120
2537;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;47,7;;;7,258214866;;;;;;;;;;;120
2538;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;42,2;;;6,415855039;;;;;;;;;;;120
2539;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;29,4;;;4,467897939;;;;;;;;;;;120
2540;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;28,8;;;4,374314796;;;;;;;;;;;120
2541;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;34,3;;;5,211878348;;;;;;;;;;;120
2542;27;Kumar 2011;;India;74,8;30,9;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;low;;26,18;0;NUE(yield/Nrate);;32,9;;;5,001399932;;;;;;;;;;;120
2543;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;23,4;;;1,295269976;;;;;;;;;;;95
2544;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;20,5;;;1,13721009;;;;;;;;;;;95
2545;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;21,5;;;1,192120505;;;;;;;;;;;95
2546;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;20,5;;;1,13721009;;;;;;;;;;;95
2547;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;23,8;;;1,315797234;;;;;;;;;;;95
2548;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;20,5;;;1,13721009;;;;;;;;;;;95
2549;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;23,8;;;1,315797234;;;;;;;;;;;95
2550;27;Singh 2011b;;India;91,92;25,68;;;0;95;;;;;;;;;;;organic;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;0;0;NUE(yield/Nrate);;23,4;;;1,295269976;;;;;;;;;;;95
2551;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;218,9;;;12,12955671;;;;;;;;;;;10
2552;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;188,6;;;10,44760452;;;;;;;;;;;10
2553;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;205,3;;;11,37389703;;;;;;;;;;;10
2554;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;188,6;;;10,44760452;;;;;;;;;;;10
2555;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;218,1;;;12,08080448;;;;;;;;;;;10
2556;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;188,6;;;10,44760452;;;;;;;;;;;10
2557;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;218,1;;;12,08080448;;;;;;;;;;;10
2558;27;Singh 2011b;;India;91,92;25,68;;;10;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;218,9;;;12,12955671;;;;;;;;;;;10
2559;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;22,6;;;1,254557581;;;;;;;;;;;105
2560;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;19,7;;;1,091585815;;;;;;;;;;;105
2561;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;21,2;;;1,17191093;;;;;;;;;;;105
2562;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;19,7;;;1,091585815;;;;;;;;;;;105
2563;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;24,3;;;1,346026065;;;;;;;;;;;105
2564;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;19,7;;;1,091585815;;;;;;;;;;;105
2565;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;24,3;;;1,346026065;;;;;;;;;;;105
2566;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;22,6;;;1,254557581;;;;;;;;;;;105
2567;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;24,8;;;1,373420179;;;;;;;;;;;105
2568;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;20,9;;;1,156588799;;;;;;;;;;;105
2569;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;22,7;;;1,25780773;;;;;;;;;;;105
2570;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;20,9;;;1,156588799;;;;;;;;;;;105
2571;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;25,4;;;1,407778899;;;;;;;;;;;105
2572;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;20,9;;;1,156588799;;;;;;;;;;;105
2573;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;25,4;;;1,407778899;;;;;;;;;;;105
2574;27;Singh 2011b;;India;91,92;25,68;;;10;95;;;;;;;;;;;mix;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;30;20;NUE(yield/Nrate);;24,8;;;1,373420179;;;;;;;;;;;105
2575;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;110,9;;;6,145219549;;;;;;;;;;;20
2576;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;96,1;;;5,323744346;;;;;;;;;;;20
2577;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;107;;;5,928272092;;;;;;;;;;;20
2578;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;96,1;;;5,323744346;;;;;;;;;;;20
2579;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;121;;;6,70343267;;;;;;;;;;;20
2580;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;96,1;;;5,323744346;;;;;;;;;;;20
2581;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;121;;;6,70343267;;;;;;;;;;;20
2582;27;Singh 2011b;;India;91,92;25,68;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;sandy loam;2,48;5;;;255,3;;60;40;NUE(yield/Nrate);;110,9;;;6,145219549;;;;;;;;;;;20
2583;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;18,7;;;2,254780237;;;;;;;;;;;50
2584;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;16,2;;;1,953860318;;;;;;;;;;;50
2585;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;19,1;;;2,303520787;;;;;;;;;;;50
2586;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;16,2;;;1,953860318;;;;;;;;;;;50
2587;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;19,3;;;2,320474022;;;;;;;;;;;50
2588;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;16,2;;;1,953860318;;;;;;;;;;;50
2589;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;21,5;;;2,587487471;;;;;;;;;;;50
2590;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;16,2;;;1,953860318;;;;;;;;;;;50
2591;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;17;;;2,04710311;;;;;;;;;;;50
2592;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;14,4;;;1,737706573;;;;;;;;;;;50
2593;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;17,2;;;2,066175499;;;;;;;;;;;50
2594;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;14,4;;;1,737706573;;;;;;;;;;;50
2595;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;17,3;;;2,087367043;;;;;;;;;;;50
2596;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;14,4;;;1,737706573;;;;;;;;;;;50
2597;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;19,8;;;2,384048653;;;;;;;;;;;50
2598;27;Ghosh 2000a;;India;87,7;32,65;;;50;0;;;;;;;;;;;mineral;;;;;sesame;;;;;;;;;;sandy loam;NA;6,1;;;NA;;10,91;20,75;NUE(yield/Nrate);;14,4;;;1,737706573;;;;;;;;;;;50
2599;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;31,8;;;3,82441138;;;;;;;;;;;120
2600;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29;;;3,487273187;;;;;;;;;;;120
2601;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;31,6;;;3,799126016;;;;;;;;;;;120
2602;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29;;;3,487273187;;;;;;;;;;;120
2603;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;35,4;;;4,25636969;;;;;;;;;;;120
2604;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29;;;3,487273187;;;;;;;;;;;120
2605;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;30,6;;;3,680232846;;;;;;;;;;;146
2606;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29,9;;;3,602298504;;;;;;;;;;;146
2607;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;30,3;;;3,647327235;;;;;;;;;;;146
2608;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29,9;;;3,602298504;;;;;;;;;;;146
2609;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;35,7;;;4,295048216;;;;;;;;;;;146
2610;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;29,9;;;3,602298504;;;;;;;;;;;146
2611;27;Ghosh 2000b;;India;87,7;23,48;;;240;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;89;167;NUE(yield/Nrate);;26,8;;;3,227210995;;;;;;;;;;;266
2612;27;Ghosh 2000b;;India;87,7;23,48;;;240;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;89;167;NUE(yield/Nrate);;24,6;;;2,956296375;;;;;;;;;;;266
2613;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;28,6;;;3,440916685;;;;;;;;;;;120
2614;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,1;;;3,14802788;;;;;;;;;;;120
2615;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;27,1;;;3,257597793;;;;;;;;;;;120
2616;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,1;;;3,14802788;;;;;;;;;;;120
2617;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;31,9;;;3,843375404;;;;;;;;;;;120
2618;27;Ghosh 2000b;;India;87,7;23,48;;;120;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,1;;;3,14802788;;;;;;;;;;;120
2619;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;28,9;;;3,477603556;;;;;;;;;;;146
2620;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,4;;;3,174525556;;;;;;;;;;;146
2621;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;27,6;;;3,325198619;;;;;;;;;;;146
2622;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,4;;;3,174525556;;;;;;;;;;;146
2623;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;31,2;;;3,75470344;;;;;;;;;;;146
2624;27;Ghosh 2000b;;India;87,7;23,48;;;120;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;44,5;83,5;NUE(yield/Nrate);;26,4;;;3,174525556;;;;;;;;;;;146
2625;27;Ghosh 2000b;;India;87,7;23,48;;;240;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;89;167;NUE(yield/Nrate);;24,7;;;2,972456195;;;;;;;;;;;266
2626;27;Ghosh 2000b;;India;87,7;23,48;;;240;26;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;6,2;;;165;;89;167;NUE(yield/Nrate);;22,1;;;2,663518471;;;;;;;;;;;266
2627;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;281,2;;;33,86135276;;;;;;;;;;;110
2628;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;278,4;;;33,51816337;;;;;;;;;;;110
2629;27;Thakur 2010;;India;86,12;26,63;;;112,5;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;228,1;;;27,47066227;;;;;;;;;;;147,5
2630;27;Thakur 2010;;India;86,12;26,63;;;112,5;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;226;;;27,21472442;;;;;;;;;;;147,5
2631;27;Thakur 2010;;India;86,12;26,63;;;150;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;189,2;;;22,78653851;;;;;;;;;;;185
2632;27;Thakur 2010;;India;86,12;26,63;;;150;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;188,1;;;22,65049948;;;;;;;;;;;185
2633;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;227,1;;;27,34075442;;;;;;;;;;;110
2634;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;226,6;;;27,28355619;;;;;;;;;;;110
2635;27;Thakur 2010;;India;86,12;26,63;;;112,5;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;172,9;;;20,81627824;;;;;;;;;;;147,5
2636;27;Thakur 2010;;India;86,12;26,63;;;112,5;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;170,8;;;20,56034039;;;;;;;;;;;147,5
2637;27;Thakur 2010;;India;86,12;26,63;;;150;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;152,8;;;18,39927961;;;;;;;;;;;185
2638;27;Thakur 2010;;India;86,12;26,63;;;150;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;150,3;;;18,09319178;;;;;;;;;;;185
2639;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;279,3;;;33,63255983;;;;;;;;;;;110
2640;27;Thakur 2010;;India;86,12;26,63;;;75;35;;;;;;;;;;;mix;;;;;sugarcane;;;;;;;;;;sandy loam;0,82;8,35;;;232;;37,5;50;NUE(yield/Nrate);;268,9;;;32,37419875;;;;;;;;;;;110
